SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
KTKBANK, EQ, 22-Mar-2022,58.1,58.1,58.4,57,58.1,58.05,57.72,641798,370.46,3566,319876,49.84
KUANTUM, EQ, 22-Mar-2022,87.15,88.35,88.35,85.55,86.5,87.1,86.8,56173,48.76,726,22930,40.82
L&TFH, EQ, 22-Mar-2022,72.4,72.2,75.5,71.1,75.4,75.1,74.06,20021497,14828.87,51081,8579903,42.85
L&TFINANCE, N7, 22-Mar-2022,1049,1048,1048,999,999,999,1023.5,4,0.04,2,2,50
L&TFINANCE, NA, 22-Mar-2022,1297.68,1298.9,1298.9,1298.5,1298.9,1298.9,1298.74,500,6.49,4,500,100
L&TFINANCE, NC, 22-Mar-2022,1045,1045,1045,1040,1040,1040,1044.07,135,1.41,6,135,100
L&TFINANCE, NI, 22-Mar-2022,1130,1120,1135,1110,1135,1135,1126.56,487,5.49,13,407,83.57
L&TFINANCE, NM, 22-Mar-2022,1280.9,1280,1280,1280,1280,1280,1280,60,0.77,1,60,100
L&TFINANCE, NQ, 22-Mar-2022,1060,1010.12,1050,1010.12,1048,1048,1029.73,30,0.31,3,5,16.67
L&TFINANCE, NU, 22-Mar-2022,1143.01,1148.05,1164.97,1148.05,1164.97,1164.97,1156.51,60,0.69,2,60,100
L&TFINANCE, Y3, 22-Mar-2022,1000,1001,1001,1001,1001,1001,1001,20,0.2,1,20,100
LAGNAM, EQ, 22-Mar-2022,88.9,88.05,89.55,84.65,85.6,85.7,86.34,87126,75.22,593,47777,54.84
LAKPRE, BZ, 22-Mar-2022,6.25,6.2,6.35,6.1,6.35,6.35,6.11,6376,0.39,17, -, -
LALPATHLAB, EQ, 22-Mar-2022,2663.6,2659.45,2669.95,2595.1,2666.5,2652.6,2627.88,237594,6243.68,23788,108630,45.72
LAMBODHARA, EQ, 22-Mar-2022,91.15,89.2,96,89.2,95.25,95.05,92.21,23605,21.77,460,12914,54.71
LAOPALA, EQ, 22-Mar-2022,361.05,362.9,387.45,361.6,366.5,366.85,375.9,513431,1930,20958,106970,20.83
LASA, EQ, 22-Mar-2022,44.4,44,44.8,43.5,43.8,44,44.02,101405,44.63,1041,67762,66.82
LATENTVIEW, EQ, 22-Mar-2022,432,434,434.65,424,428.2,427.65,427.38,445305,1903.15,19439,236051,53.01
LAURUSLABS, EQ, 22-Mar-2022,592.35,593,599,586.65,593.55,594.05,593.66,1492679,8861.41,27326,445139,29.82
LAXMICOT, EQ, 22-Mar-2022,21.85,22,22.35,21.5,22.15,22.3,22.04,21957,4.84,105,19424,88.46
LAXMIMACH, EQ, 22-Mar-2022,10006,10020,10790,10020,10722,10593.75,10372.04,17044,1767.81,6098,6207,36.42
LCCINFOTEC, BE, 22-Mar-2022,4.45,4.45,4.45,4.25,4.25,4.25,4.26,66003,2.81,278, -, -
LEMONTREE, EQ, 22-Mar-2022,52.8,53.1,54.6,52.45,54.25,54.2,53.75,4509459,2423.95,19503,962655,21.35
LFIC, EQ, 22-Mar-2022,99.1,97.95,101.2,96.3,100.05,99.2,98.85,493,0.49,58,247,50.1
LGBBROSLTD, EQ, 22-Mar-2022,577.75,573.05,581.9,562.05,573,570.7,571.55,54649,312.35,4496,23842,43.63
LGBFORGE, BE, 22-Mar-2022,11.7,11.45,11.95,11.2,11.75,11.65,11.56,51963,6.01,303, -, -
LIBAS, EQ, 22-Mar-2022,27.3,27.8,28,27,27.3,27.25,27.35,87825,24.02,457,61716,70.27
LIBERTSHOE, EQ, 22-Mar-2022,146.35,147,154.55,146.1,148.7,148.55,149.84,115594,173.2,1859,38706,33.48
LICHSGFIN, EQ, 22-Mar-2022,357.85,359.6,371.2,353.4,369,366.8,364.06,4826254,17570.7,47798,1494950,30.98
LICNETFGSC, EQ, 22-Mar-2022,22.35,22.65,22.65,22.01,22.38,22.38,22.27,22796,5.08,117,21984,96.44
LICNETFN50, EQ, 22-Mar-2022,186.55,186.05,189.99,182.59,185,185.72,186.35,17303,32.24,138,15944,92.15
LICNETFSEN, EQ, 22-Mar-2022,617.23,621.5,621.5,613.01,619.9,619.64,614.58,691,4.25,42,380,54.99
LICNFNHGP, EQ, 22-Mar-2022,183.76,183.76,186,180.1,184.5,184.9,183.46,6765,12.41,78,3132,46.3
LIKHITHA, EQ, 22-Mar-2022,307.85,309.4,311.95,304.7,307.4,306.7,308.08,30986,95.46,1395,17740,57.25
LINC, EQ, 22-Mar-2022,292.85,298.9,304,285.6,299.7,296.65,297.57,22845,67.98,651,9730,42.59
LINCOLN, EQ, 22-Mar-2022,338.35,339.9,340.7,331.1,336.05,338.25,336.04,68444,230,2696,39925,58.33
LINDEINDIA, EQ, 22-Mar-2022,3377.3,3350,3440,3310.3,3335,3332.7,3370.97,300162,10118.38,32250,51065,17.01
LIQUIDBEES, EQ, 22-Mar-2022,999.99,1003.16,1003.16,999.35,999.99,999.99,1000,1108879,11088.75,5618,892059,80.45
LIQUIDETF, EQ, 22-Mar-2022,1000,1000,1000.01,999.99,1000,1000,1000,41964,419.64,94,36511,87.01
LODHA, EQ, 22-Mar-2022,1108.35,1117.7,1123.9,1054.35,1063,1064.4,1069.93,408479,4370.46,29689,266036,65.13
LOKESHMACH, EQ, 22-Mar-2022,80.9,81.6,83.5,80.05,80.9,80.6,81.16,104970,85.19,2490,46890,44.67
LOTUSEYE, BE, 22-Mar-2022,58.7,61,61,58.75,59,59,59.6,2048,1.22,36, -, -
LOVABLE, BE, 22-Mar-2022,147.55,145.3,150,145,147.5,147.6,147.16,10767,15.84,152, -, -
LPDC, BE, 22-Mar-2022,8.6,8.85,8.85,8.2,8.35,8.3,8.34,52016,4.34,353, -, -
LSIL, BE, 22-Mar-2022,15.15,14.4,15.9,14.4,15.9,15.85,14.89,2997261,446.37,6928, -, -
LT, EQ, 22-Mar-2022,1756.3,1756.3,1777,1721.15,1774.85,1774.05,1746.78,3986030,69627.26,135555,2485984,62.37
LTI, EQ, 22-Mar-2022,5992.4,6000,6150,5960.05,6105,6117.55,6082.27,249080,15149.72,30904,61053,24.51
LTTS, EQ, 22-Mar-2022,4788.1,4802.4,4891.65,4720.05,4882,4878.55,4824.32,235956,11383.28,25038,71946,30.49
LUMAXIND, EQ, 22-Mar-2022,934.85,939.55,941,911.2,919.55,921.9,928.39,9977,92.63,978,6828,68.44
LUMAXTECH, EQ, 22-Mar-2022,170.55,171,178.25,168.8,176.95,176.95,174,95274,165.77,2537,42608,44.72
LUPIN, EQ, 22-Mar-2022,755.15,758.15,765.6,750.65,753.15,757.25,757.9,1261865,9563.62,28441,525535,41.65
LUXIND, EQ, 22-Mar-2022,2382.5,2380,2389.1,2340,2341.2,2347.15,2356.11,39999,942.42,6859,19096,47.74
LXCHEM, EQ, 22-Mar-2022,420.55,420.6,423.8,417.55,421,420.3,420.18,316323,1329.12,7466,149377,47.22
LYKALABS, BE, 22-Mar-2022,136.05,136.05,142,133.2,140.95,141.6,139.28,117289,163.36,501, -, -
LYPSAGEMS, BE, 22-Mar-2022,6.95,7.25,7.25,6.65,6.75,6.85,6.75,23524,1.59,88, -, -
M&M, EQ, 22-Mar-2022,783.5,783,789.05,769,785,785.6,775.74,5436875,42176.01,76458,3716280,68.35
M&MFIN, EQ, 22-Mar-2022,157.3,156,160.9,155.5,160.3,160.4,158.46,4440919,7037.26,26597,1203729,27.11
M&MFIN, N1, 22-Mar-2022,1066.05,1068.06,1068.06,1068.06,1068.06,1068.06,1068.06,75,0.8,1,75,100
M&MFIN, N2, 22-Mar-2022,1125.95,1120,1128,1120,1128,1127.21,1125.59,401,4.51,13,350,87.28
M14RG, MF, 22-Mar-2022,16,16,16.2,16,16.2,16.17,16.12,17175,2.77,6,14675,85.44
M17RG, MF, 22-Mar-2022,13.51,13.15,13.15,13.15,13.15,13.15,13.15,25000,3.29,1,25000,100
MAANALU, EQ, 22-Mar-2022,135.1,137,148.6,136.25,148.6,148.6,145.69,211630,308.32,2649,104584,49.42
MACPOWER, EQ, 22-Mar-2022,206.3,205,208.75,205,205.55,206.15,206.77,4355,9.01,172,2489,57.15
MADHAV, EQ, 22-Mar-2022,52.35,52.4,55.25,52,54.55,54.3,54.39,59057,32.12,937,25260,42.77
MADHAVBAUG, SM, 22-Mar-2022,170.85,180.4,187.9,178,187.9,187.9,183.35,43200,79.21,26,27200,62.96
MADHUCON, BE, 22-Mar-2022,7.45,7.2,7.6,7.2,7.35,7.35,7.45,40949,3.05,111, -, -
MADRASFERT, EQ, 22-Mar-2022,36.5,37.3,43.8,37.3,43.8,43.8,41.06,7803570,3204.48,30847,2432817,31.18
MAESGETF, EQ, 22-Mar-2022,29.04,29.39,29.39,28.81,29.25,29.31,28.95,14014,4.06,105,10012,71.44
MAFANG, EQ, 22-Mar-2022,49.45,50,50.4,48.55,49.2,49.21,48.96,204286,100.03,2030,149285,73.08
MAFSETF, EQ, 22-Mar-2022,16.91,16.91,17.12,16.71,17.08,17.04,16.97,174290,29.58,292,131555,75.48
MAGADSUGAR, EQ, 22-Mar-2022,335.85,337.8,342.05,330.05,340.8,339.05,336.81,48069,161.9,2513,17556,36.52
MAGNUM, EQ, 22-Mar-2022,13.05,13,13.45,12.4,12.4,12.4,12.45,212482,26.46,363,121968,57.4
MAHABANK, EQ, 22-Mar-2022,17.85,17.9,17.95,17.75,17.85,17.85,17.85,2426450,433.2,2656,1217605,50.18
MAHAPEXLTD, EQ, 22-Mar-2022,91.35,89.3,93.3,88.7,90,90,90.76,4758,4.32,100,2822,59.31
MAHASTEEL, EQ, 22-Mar-2022,72.05,74.4,74.4,70.2,70.9,70.85,71.26,19460,13.87,281,14669,75.38
MAHEPC, EQ, 22-Mar-2022,97.95,99,99.9,97,97.5,97.75,97.95,73569,72.06,1294,49060,66.69
MAHESHWARI, EQ, 22-Mar-2022,78.65,80,93.7,77,84,86.55,85.86,320894,275.53,1433,97547,30.4
MAHINDCIE, EQ, 22-Mar-2022,174.45,174.45,178,170.35,171.85,170.95,172.59,247668,427.45,7885,127651,51.54
MAHKTECH, EQ, 22-Mar-2022,14.42,15,15.5,12.1,14.93,14.95,14.64,461193,67.52,859,352734,76.48
MAHLIFE, EQ, 22-Mar-2022,319.55,321,321.5,312,318.9,317.2,316.48,90796,287.35,4395,31685,34.9
MAHLOG, EQ, 22-Mar-2022,437.8,443,443,426,429,428.8,430.6,65264,281.02,2942,24009,36.79
MAHSCOOTER, EQ, 22-Mar-2022,3455.4,3451,3474.95,3421,3462,3454.6,3453.44,7300,252.1,1030,5848,80.11
MAHSEAMLES, EQ, 22-Mar-2022,575.15,587,598.7,576,581.9,580.25,587.33,447558,2628.62,17728,209972,46.92
MAITHANALL, EQ, 22-Mar-2022,1426.9,1438,1445,1405.45,1438,1430.2,1424.16,112169,1597.47,7666,28986,25.84
MALLCOM, EQ, 22-Mar-2022,711.35,710.75,739.95,701.1,718,731.6,720.18,1050,7.56,122,436,41.52
MALUPAPER, EQ, 22-Mar-2022,34.25,33.8,35.8,33.8,33.95,34.1,34.71,108710,37.74,795,33924,31.21
MAM150ETF, EQ, 22-Mar-2022,10.86,11.02,11.02,10.75,10.84,10.83,10.84,210309,22.79,159,149356,71.02
MAMFGETF, EQ, 22-Mar-2022,79.11,79.65,79.65,78.25,79.57,79.57,79.31,47148,37.39,75,43872,93.05
MAN50ETF, EQ, 22-Mar-2022,177.2,176.84,179.18,176.1,178.77,178.77,177.24,7634,13.53,128,6607,86.55
MANAKALUCO, BE, 22-Mar-2022,25.9,26.7,26.95,25.1,25.9,25.65,25.68,27308,7.01,335, -, -
MANAKCOAT, BE, 22-Mar-2022,31.55,31,31,30,30,30,30.07,27900,8.39,267, -, -
MANAKSIA, EQ, 22-Mar-2022,76.6,76.4,78.3,73.75,76.45,76.1,77.14,124684,96.18,1825,55433,44.46
MANAKSTEEL, EQ, 22-Mar-2022,44.15,44.95,47.35,44.75,45.95,46,46.08,249782,115.11,2690,108890,43.59
MANALIPETC, EQ, 22-Mar-2022,106.95,107.9,112.35,107,110.4,110.75,110.1,818763,901.46,7001,398926,48.72
MANAPPURAM, EQ, 22-Mar-2022,116.4,116.55,117.6,114.2,116.55,116.65,115.92,6702761,7769.59,26281,2387270,35.62
MANGALAM, EQ, 22-Mar-2022,112.85,112.9,115.15,110.5,111.5,111.3,112.04,71486,80.1,1284,47419,66.33
MANGCHEFER, EQ, 22-Mar-2022,80.35,80.85,85.4,80.55,83.6,83.55,83.02,1623450,1347.76,13421,647217,39.87
MANGLMCEM, EQ, 22-Mar-2022,386,383,391.85,380,385,383.05,385.13,21676,83.48,1259,11376,52.48
MANINDS, EQ, 22-Mar-2022,85.95,86,87.2,83.15,85.7,85.45,85.09,261354,222.38,5902,91112,34.86
MANINFRA, EQ, 22-Mar-2022,106.4,107.9,108.95,104.55,107.5,108.15,107.23,318486,341.52,3650,207930,65.29
MANORG, EQ, 22-Mar-2022,869.85,870,999,862.6,955,961.75,935.84,56414,527.94,4436,21430,37.99
MANUGRAPH, EQ, 22-Mar-2022,15.85,15.85,15.9,15.15,15.55,15.55,15.38,4807,0.74,57,3689,76.74
MANXT50, EQ, 22-Mar-2022,406.86,405.37,407.52,402,406.52,407.18,404.15,2914,11.78,102,2636,90.46
MANYAVAR, EQ, 22-Mar-2022,912.2,896,935,896,915.7,913.7,916.25,201732,1848.36,13432,115527,57.27
MAPMYINDIA, EQ, 22-Mar-2022,1577.15,1583,1584,1555,1573.9,1572.95,1570.27,120182,1887.18,7505,46393,38.6
MARALOVER, EQ, 22-Mar-2022,89.2,89.2,89.45,87.55,88,88.4,88.25,25368,22.39,357,17929,70.68
MARATHON, EQ, 22-Mar-2022,104.15,103,106.6,102.05,106.6,105.35,103.87,13544,14.07,431,8188,60.45
MARICO, EQ, 22-Mar-2022,504.35,505,505,486.5,493.45,492.1,492.05,1143012,5624.21,34263,431912,37.79
MARINE, BE, 22-Mar-2022,30.9,30.5,31.5,30,30.55,30.15,30.48,194804,59.38,1046, -, -
MARKSANS, EQ, 22-Mar-2022,48.65,48.65,49.4,48.5,48.95,48.9,48.87,728166,355.83,3616,416682,57.22
MARSHALL, BE, 22-Mar-2022,38.85,40,40.75,37.1,38,38.5,39.06,30423,11.88,106, -, -
MARUTI, EQ, 22-Mar-2022,7705.55,7714.95,7809,7536.65,7763.95,7766.65,7686.4,1093502,84050.93,113852,253712,23.2
MASFIN, EQ, 22-Mar-2022,558.9,555.7,570.95,548.45,550,552.85,559.2,81070,453.34,4633,30282,37.35
MASKINVEST, BE, 22-Mar-2022,30.9,29.4,32.4,29.4,29.4,29.4,30.3,573,0.17,15, -, -
MASPTOP50, EQ, 22-Mar-2022,28.77,29.13,29.18,28.5,29.05,29.01,29,95439,27.68,390,71638,75.06
MASTEK, EQ, 22-Mar-2022,3038.2,3030,3074,2975,3025,3029.8,3041.13,65801,2001.1,13235,30633,46.55
MATRIMONY, EQ, 22-Mar-2022,682,694.95,695.2,677,685.65,687.45,686.28,14100,96.77,1489,8609,61.06
MAWANASUG, EQ, 22-Mar-2022,153.5,154,162.4,149.75,158.4,158.85,156.82,1140822,1789.05,11589,398374,34.92
MAXHEALTH, EQ, 22-Mar-2022,337.75,338.95,342.1,326.15,330.4,328.25,333.12,1592992,5306.55,31624,799037,50.16
MAXIND, EQ, 22-Mar-2022,74.7,74.95,75.2,74.25,74.7,74.5,74.68,52751,39.4,259,40755,77.26
MAXVIL, EQ, 22-Mar-2022,105.15,105.1,106.25,102.15,105,104.6,104.06,253981,264.28,3494,149906,59.02
MAYURUNIQ, EQ, 22-Mar-2022,375.3,374.75,388,373.35,382,382.05,379.79,82087,311.76,6096,34730,42.31
MAZDA, EQ, 22-Mar-2022,483.9,489.25,496,478,489.95,489.25,487.57,6992,34.09,250,4112,58.81
MAZDOCK, EQ, 22-Mar-2022,249.85,249.95,253.8,246.65,250.85,251.45,250.48,195821,490.5,4505,85743,43.79
MBAPL, EQ, 22-Mar-2022,385.75,402.5,405,392.45,405,405,402.93,35854,144.47,1008,23106,64.44
MBECL, BE, 22-Mar-2022,6.9,7,7,6.6,6.6,6.6,6.64,203089,13.49,342, -, -
MBLINFRA, EQ, 22-Mar-2022,29.4,29.85,30,28.45,29.35,28.7,28.88,77540,22.39,508,49173,63.42
MCDOWELL-N, EQ, 22-Mar-2022,904.95,904.5,918.2,886.2,915.5,916.15,903.34,1029613,9300.95,36045,362622,35.22
MCL, BE, 22-Mar-2022,35.05,34.1,34.5,33.3,33.3,33.3,33.39,57530,19.21,483, -, -
MCLEODRUSS, EQ, 22-Mar-2022,22.8,23.2,23.25,22.25,22.7,22.7,22.6,1289839,291.56,1333,1177150,91.26
MCX, EQ, 22-Mar-2022,1439.3,1446,1448.65,1410,1418,1419.5,1423.83,486754,6930.55,29481,249274,51.21
MDL, SM, 22-Mar-2022,33,31.5,31.5,31.5,31.5,31.5,31.5,34000,10.71,4,34000,100
MEDICAMEQ, EQ, 22-Mar-2022,689.75,693.05,699,675,688.35,683.4,686.3,10913,74.9,709,6959,63.77
MEDPLUS, EQ, 22-Mar-2022,998.85,998.7,998.7,963,981,979.95,974.65,86510,843.17,11715,34352,39.71
MEGASOFT, BE, 22-Mar-2022,50.25,48,50.85,48,50.85,50.15,50.03,467087,233.68,395, -, -
MEGASTAR, EQ, 22-Mar-2022,116.1,112,119,110.4,110.9,112.6,112.56,22722,25.58,412,15517,68.29
MELSTAR, BZ, 22-Mar-2022,4.3,4.1,4.15,4.1,4.1,4.1,4.1,6957,0.29,18, -, -
MENONBE, EQ, 22-Mar-2022,81.5,82.1,83.2,80,83.2,82.6,81.55,46550,37.96,1010,29623,63.64
MEP, EQ, 22-Mar-2022,19.4,19.3,19.75,18.6,19.2,19.1,19.29,354799,68.44,699,293178,82.63
MERCATOR, BE, 22-Mar-2022,2.25,2.2,2.25,2.15,2.15,2.15,2.16,389191,8.41,630, -, -
METALFORGE, BZ, 22-Mar-2022,5.65,5.8,5.8,5.4,5.5,5.55,5.49,14907,0.82,76, -, -
METROBRAND, EQ, 22-Mar-2022,572.55,571,583.95,565.65,572.3,570.1,572.68,417622,2391.66,9088,367601,88.02
METROPOLIS, EQ, 22-Mar-2022,2008.3,2011,2011.35,1925,2010,2002.85,1973.8,186681,3684.71,15536,48150,25.79
MFL, EQ, 22-Mar-2022,930.05,945.2,976.55,937.5,976.55,976.55,970.61,117184,1137.4,2422,73120,62.4
MFSL, EQ, 22-Mar-2022,778.55,782.6,794,769.15,783.25,784.05,785.15,577994,4538.12,21197,261339,45.21
MGEL, EQ, 22-Mar-2022,222.15,225,226.9,219.25,220.1,221.6,222.59,130769,291.08,1430,44611,34.11
MGL, EQ, 22-Mar-2022,763.2,769,769,746.35,754,753.05,754.29,334753,2525.03,11890,135721,40.54
MHHL, SM, 22-Mar-2022,27.85,26.3,28,25.6,25.6,27,26.71,27000,7.21,9,24000,88.89
MHLXMIRU, EQ, 22-Mar-2022,113.6,118,119,109,114,116.85,114.96,21157,24.32,522,14110,66.69
MHRIL, EQ, 22-Mar-2022,212.35,213.8,238,213,231.7,233.25,231.69,4817839,11162.6,55102,624528,12.96
MICEL, BE, 22-Mar-2022,21.05,22.1,22.1,20.05,20.8,20.55,21.09,109179,23.02,861, -, -
MIDHANI, EQ, 22-Mar-2022,169.25,169,169.9,165.25,168.65,168.25,167.88,323411,542.94,5530,174197,53.86
MINDACORP, EQ, 22-Mar-2022,197.75,196,201,195.3,198.9,199.1,198.19,406882,806.39,6121,99328,24.41
MINDAIND, EQ, 22-Mar-2022,1008.1,1004.9,1007.75,980.2,982,986.45,989.86,167652,1659.51,14698,51976,31
MINDSPACE, RR, 22-Mar-2022,340.88,345.8,350,341.01,347.1,348.61,346.36,104085,360.5,2647,84486,81.17
MINDTECK, BE, 22-Mar-2022,124.3,124,126.7,120.2,122,122.3,123.45,32840,40.54,504, -, -
MINDTREE, EQ, 22-Mar-2022,3975.95,3956,4045,3956,4032.45,4034.4,4011.48,422680,16955.71,32007,89002,21.06
MIRCELECTR, EQ, 22-Mar-2022,21.15,21.55,21.55,20.7,20.9,20.8,21.04,627468,132.04,1144,517893,82.54
MIRZAINT, EQ, 22-Mar-2022,158.05,158.4,169,157.2,168,166.8,163.39,1207849,1973.47,19278,400459,33.15
MITCON, EQ, 22-Mar-2022,112.95,118.55,118.55,107.35,111.9,111.7,114.57,203455,233.1,1600,140021,68.82
MITTAL, BE, 22-Mar-2022,17.05,17.05,17.6,16.2,16.3,16.3,16.56,26949,4.46,242, -, -
MKPL, SM, 22-Mar-2022,169.95,177.95,177.95,162,176,176,171.98,6000,10.32,3,4000,66.67
MMFL, EQ, 22-Mar-2022,873.3,881.55,898,852.6,894,892.85,879.75,15087,132.73,2784,7944,52.65
MMP, EQ, 22-Mar-2022,196.35,196,220,196,209.2,211.3,212.31,388147,824.06,11259,128084,33
MMTC, EQ, 22-Mar-2022,46.6,46.7,47,45.8,46.05,46.05,46.25,1680588,777.33,7791,508949,30.28
MODIRUBBER, BE, 22-Mar-2022,68.75,68.75,71.9,67,68,68.35,68.57,1037,0.71,40, -, -
MODISNME, EQ, 22-Mar-2022,70.85,70.85,72.8,69.55,71.5,71.3,71.1,38378,27.29,698,24131,62.88
MOGSEC, EQ, 22-Mar-2022,49.66,49.68,49.68,49.55,49.56,49.59,49.6,16049,7.96,69,16021,99.83
MOHITIND, EQ, 22-Mar-2022,20.95,21.75,21.75,19.55,19.9,19.8,20.36,110837,22.57,458,68124,61.46
MOIL, EQ, 22-Mar-2022,171.65,171.75,174.95,171.75,172.7,173,173.28,202149,350.28,3442,86853,42.96
MOKSH, EQ, 22-Mar-2022,17.35,17.7,17.7,16.8,17.05,17.1,17.08,115240,19.68,642,96083,83.38
MOL, EQ, 22-Mar-2022,96.9,97,107.35,96.5,105.6,105.5,104.11,3208776,3340.72,23946,1068530,33.3
MOLDTECH, EQ, 22-Mar-2022,85.2,86,87.15,82.95,84.5,84.65,85.06,54775,46.59,1027,30529,55.74
MOLDTKPAC, EQ, 22-Mar-2022,715.4,706.65,730,706.65,730,715.7,714.64,15506,110.81,1605,9014,58.13
MOLDTKPAC, W1, 22-Mar-2022,550,550,551,504.1,539.85,507.9,526.09,319,1.68,19,298,93.42
MOM100, EQ, 22-Mar-2022,30.47,30.73,30.75,30.15,30.45,30.43,30.33,86614,26.27,5927,66770,77.09
MOM50, EQ, 22-Mar-2022,170.33,171,172.8,168.96,171.59,171.58,171.11,5987,10.24,85,4843,80.89
MOMOMENTUM, EQ, 22-Mar-2022,199.55,199.8,203,195,200.15,200.15,198.52,5473,10.87,118,3630,66.33
MON100, EQ, 22-Mar-2022,107.75,115.65,115.65,106.1,109.4,109.25,108.84,2248776,2447.66,6194,1645369,73.17
MONARCH, EQ, 22-Mar-2022,197.55,192,196.55,190.1,193.05,192.1,193.68,19390,37.55,666,10476,54.03
MONQ50, EQ, 22-Mar-2022,56.12,56.95,58.1,55.33,57.01,57.06,57.06,25012,14.27,252,19125,76.46
MONTECARLO, EQ, 22-Mar-2022,504.35,508.85,508.85,495.05,500.95,499.15,500.3,25280,126.47,1406,17941,70.97
MORARJEE, BE, 22-Mar-2022,23.7,24.7,24.85,24,24.85,24.85,24.6,15291,3.76,88, -, -
MOREPENLAB, EQ, 22-Mar-2022,40.75,41,41.1,40.05,40.3,40.2,40.32,701233,282.72,3816,469595,66.97
MOTHERSUMI, EQ, 22-Mar-2022,133.3,133.5,136.7,131.05,136.4,136.4,133.86,8101170,10844.47,45905,2017688,24.91
MOTILALOFS, EQ, 22-Mar-2022,870.25,866,875,855,855,860.6,864.55,87526,756.71,8761,23510,26.86
MOTOGENFIN, BE, 22-Mar-2022,28.1,27.4,28.5,27.25,28.2,28.2,27.44,1772,0.49,16, -, -
MPHASIS, EQ, 22-Mar-2022,3103.9,3103.9,3199,3095.55,3190,3186.65,3165.78,655289,20744.98,47957,295136,45.04
MPSLTD, EQ, 22-Mar-2022,645.75,647,647,615.55,620,620.25,625.8,23161,144.94,2608,10888,47.01
MPTODAY, SM, 22-Mar-2022,42.75,44.75,44.75,43.95,43.95,43.95,44.62,12000,5.35,2,12000,100
MRF, EQ, 22-Mar-2022,66876.35,67248.9,67300,65900,67017.25,67096.6,66686.18,9663,6443.89,6230,1635,16.92
MRO-TEK, EQ, 22-Mar-2022,49.55,51,51.7,48,49.55,48.4,48.91,4894,2.39,202,1910,39.03
MRPL, EQ, 22-Mar-2022,41.55,41.55,43.8,41.55,42.4,42.5,42.71,3719008,1588.44,13303,1026245,27.59
MSPL, EQ, 22-Mar-2022,11.55,11.7,11.75,11.2,11.4,11.3,11.41,668374,76.23,1560,465467,69.64
MSTCLTD, EQ, 22-Mar-2022,312.1,313.5,315,308.1,310.15,310.1,310.61,188599,585.81,4862,96452,51.14
MTARTECH, EQ, 22-Mar-2022,1976.8,1990,2000,1940.05,1983,1978.2,1974.09,59393,1172.47,7223,19268,32.44
MTEDUCARE, EQ, 22-Mar-2022,8.9,9.05,9.1,8.85,8.9,8.95,8.98,79263,7.12,272,46697,58.91
MTNL, EQ, 22-Mar-2022,23.7,23.75,23.95,23.1,23.35,23.5,23.41,1289482,301.84,3094,772774,59.93
MUKANDLTD, EQ, 22-Mar-2022,129.7,131.65,131.65,126.85,128.5,128.15,127.68,164857,210.49,1897,112478,68.23
MUKTAARTS, EQ, 22-Mar-2022,42.95,42.9,43.8,41.3,42.05,42.3,42.19,28790,12.15,164,24594,85.43
MUNJALAU, EQ, 22-Mar-2022,46.65,47,47.25,46,47.25,46.4,46.65,94436,44.06,1097,60085,63.63
MUNJALSHOW, EQ, 22-Mar-2022,107.55,107.95,109.8,105.3,106,106.1,106.92,60991,65.21,1186,41419,67.91
MURUDCERA, EQ, 22-Mar-2022,26.25,26.1,26.35,25.65,26.25,26.1,26.06,35567,9.27,263,25539,71.81
MUTHOOTCAP, EQ, 22-Mar-2022,279.75,278.5,281.65,272.05,274.85,274.4,275.78,27994,77.2,666,22188,79.26
MUTHOOTFIN, EQ, 22-Mar-2022,1354.55,1350,1375,1340.1,1373.95,1369,1356.15,476254,6458.7,24784,161902,33.99
NABARD, N2, 22-Mar-2022,1205,1205,1205,1201.1,1201.1,1201.12,1202.98,2472,29.74,19,1972,79.77
NACLIND, EQ, 22-Mar-2022,81.1,81,85,81,84,84.35,83.95,201463,169.12,2463,111303,55.25
NAGAFERT, EQ, 22-Mar-2022,13.05,13.2,13.6,12.9,13.2,13.25,13.26,2349794,311.7,2723,1536671,65.4
NAGREEKCAP, EQ, 22-Mar-2022,11.1,11.4,11.4,10.65,11.2,11.2,11.04,7626,0.84,29,1781,23.35
NAGREEKEXP, EQ, 22-Mar-2022,36.95,34.7,37.45,34.7,37.1,37.2,36.9,13172,4.86,654,3304,25.08
NAHARCAP, EQ, 22-Mar-2022,599.7,600.2,618.9,595,606,603.85,607.21,43540,264.38,3378,12136,27.87
NAHARINDUS, EQ, 22-Mar-2022,166.05,168.8,178,165.05,176.5,174.5,170.61,163863,279.57,3017,84625,51.64
NAHARPOLY, EQ, 22-Mar-2022,567.2,585,596,570.05,596,590.4,584.51,140247,819.75,8980,50651,36.12
NAHARSPING, BE, 22-Mar-2022,517,517,524,517,522,522.15,521.22,9056,47.2,283, -, -
NAM-INDIA, EQ, 22-Mar-2022,336.8,333.7,338.6,330.1,334.9,334.8,333.26,332315,1107.46,6910,109725,33.02
NARMADA, SM, 22-Mar-2022,20.5,20.5,20.5,19.5,20,19.95,20,115200,23.04,11,115200,100
NATCOPHARM, EQ, 22-Mar-2022,807.7,812,818.05,797,799.75,799.35,807.12,430540,3474.98,8131,319352,74.17
